a pair of scissors sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61ACc0jMbxL._AC_UL160_SR160,160_.jpg,,
a pair of scissors sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61ACc0jMbxL._AC_UL160_SR160,160_.jpg,,
a pair of scissors and glue stick on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61ACc0jMbxL._AC_UL160_SR160,160_.jpg,,
a pair of scissors that are on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/513Sh8tQTwL._AC_UL160_SR160,160_.jpg,,
a pair of scissors sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/513Sh8tQTwL._AC_UL160_SR160,160_.jpg,,
a pair of scissors sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/513Sh8tQTwL._AC_UL160_SR160,160_.jpg,,
a close up of a pair of scissors ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41LuHM9ORML._US40_.jpg,,,
a close up of a pair of scissors on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41LuHM9ORML._US40_.jpg,,,
a close up of a pair of scissors with needle handles ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41LuHM9ORML._US40_.jpg,,,
a woman holding a pink umbrella in a room ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s5.jpg,,,
a woman holding a pink umbrella in front of a mirror ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s5.jpg,,,
a woman holding a pink umbrella in front of a door ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s5.jpg,,,
a woman holding a pink umbrella in front of a store ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s5.jpg,,,
a microwave oven sitting on top of a refrigerator ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/613EZttpCIL._AC_UL100_SR100,100_.jpg,,
a microwave oven sitting on top of a wooden table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/613EZttpCIL._AC_UL100_SR100,100_.jpg,,
a microwave oven sitting on top of a microwave ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/613EZttpCIL._AC_UL100_SR100,100_.jpg,,
a clock on a wall above a clock ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s4.jpg,,,
a clock that is on a wall above a clock ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s4.jpg,,,
a clock that is on the wall above a clock ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s4.jpg,,,
a clock that is on the wall above a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s4.jpg,,,
a close up of a person holding a tennis racket ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/619FZvV+eTL._AC_UL270_SR270,270_.jpg,,
a close up of a person holding a cell phone ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/619FZvV+eTL._AC_UL270_SR270,270_.jpg,,
a close up of a person holding a nintendo wii game controller ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/619FZvV+eTL._AC_UL270_SR270,270_.jpg,,
a birthday cake with candles on top of it ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-k2.jpg,,,
a birthday cake with candles on it ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-k2.jpg,,,
a birthday cake with candles on top of a cake ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-k2.jpg,,,
a birthday cake with candles on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-k2.jpg,,,
a close up of a pair of scissors on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71ZyZEk45XL._UY625_.jpg,,,
a collage of photos showing a picture frame and a clock ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71ZyZEk45XL._UY625_.jpg,,,
a collage of photos showing a picture frame and a sign ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71ZyZEk45XL._UY625_.jpg,,,
a close up of a pair of scissors ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61fDgzZY9jL._CR204,0,1224,1224_UX175.jpg
a pair of scissors sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61fDgzZY9jL._CR204,0,1224,1224_UX175.jpg
a close up of a pair of scissors on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61fDgzZY9jL._CR204,0,1224,1224_UX175.jpg
a pair of scissors sitting on top of a wooden table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61fDgzZY9jL._CR204,0,1224,1224_UX175.jpg
a pink hello kitty purse sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61QHgqQ4IML._AC_UL160_SR160,160_.jpg,,
a pink hello kitty purse sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61QHgqQ4IML._AC_UL160_SR160,160_.jpg,,
a pink hello kitty purse sitting on top of a wooden table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61QHgqQ4IML._AC_UL160_SR160,160_.jpg,,
a pair of scissors that are on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61D1JC11hEL._AC_UL160_SR160,160_.jpg,,
a pair of scissors sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61D1JC11hEL._AC_UL160_SR160,160_.jpg,,
a pair of scissors sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61D1JC11hEL._AC_UL160_SR160,160_.jpg,,
a pair of scissors sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41ihzeXU5QL._AC_SR160,160_.jpg,,
a pair of scissors sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41ihzeXU5QL._AC_SR160,160_.jpg,,
a pair of scissors sitting next to a credit card ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41ihzeXU5QL._AC_SR160,160_.jpg,,
a close up of a pair of scissors ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/415GVUZCBIL._AC_SR160,160_.jpg,,
a close up of a pair of scissors with needle handles ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/415GVUZCBIL._AC_SR160,160_.jpg,,
a close up of a pair of scissors and a glue stick ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/415GVUZCBIL._AC_SR160,160_.jpg,,
a little girl standing in front of a birthday cake ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-k1.jpg,,,
a little girl standing in front of a cake ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-k1.jpg,,,
a little girl standing in front of a cake with candles ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-k1.jpg,,,
a vase of flowers sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Qn8gXiPSL._AC_UL160_SR160,160_.jpg,,
a white vase filled with purple flowers ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Qn8gXiPSL._AC_UL160_SR160,160_.jpg,,
a vase of flowers sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Qn8gXiPSL._AC_UL160_SR160,160_.jpg,,
a pink rose bud in a white vase ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s3.jpg,,,
a pink rose bud in a vase on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s3.jpg,,,
a pink rose bud in a pink vase ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s3.jpg,,,
a pair of scissors that are on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s2.jpg,,,
a pair of scissors that are sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s2.jpg,,,
a pair of scissors and a pair of scissors ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s2.jpg,,,
a pink rose in a white vase on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/718q5SGgUPL._AC_UL270_SR270,270_.jpg,,
a pink rose in a blue vase on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/718q5SGgUPL._AC_UL270_SR270,270_.jpg,,
a pink rose in a white vase on a red surface ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/718q5SGgUPL._AC_UL270_SR270,270_.jpg,,
a woman holding a cell phone up to her ear ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71tPzWiIphL._UY675_.jpg,,,
a woman holding a cell phone up to her face ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71tPzWiIphL._UY675_.jpg,,,
a woman holding a cell phone in front of a mirror ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71tPzWiIphL._UY675_.jpg,,,
a table topped with different types of wine ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51l+tF5PqeL._AC_SR160,160_.jpg,,
a table topped with different types of wine glasses ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51l+tF5PqeL._AC_SR160,160_.jpg,,
a collage of photos with a mickey mouse and mickey mouse ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51l+tF5PqeL._AC_SR160,160_.jpg,,
a table topped with different types of electronics ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71C+L4cJr9L._UY625_.jpg,,,
a table topped with different types of arts and crafts ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71C+L4cJr9L._UY625_.jpg,,,
a table topped with different types of arts and crafts materials ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71C+L4cJr9L._UY625_.jpg,,,
a table topped with different types of arts and crafts stickers ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71C+L4cJr9L._UY625_.jpg,,,
a red fire hydrant sitting on the side of a road ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/760x1000_luggage_megamenu0323.jpg,,,
a red fire hydrant sitting on the side of the road ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/760x1000_luggage_megamenu0323.jpg,,,
a red and yellow fire hydrant sitting on a sidewalk ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/760x1000_luggage_megamenu0323.jpg,,,
a close up of a white and black bird ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/514BcwSe-EL._US40_.jpg,,,
a close up of a white and black cat ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/514BcwSe-EL._US40_.jpg,,,
a close up of a white and black bird on a black surface ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/514BcwSe-EL._US40_.jpg,,,
a close up of a white and black bird on a white surface ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/514BcwSe-EL._US40_.jpg,,,
a close up of a white and black bird on a window sill ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/514BcwSe-EL._US40_.jpg,,,
a vase of flowers sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61W8m6yt1pL._AC_UL160_SR160,160_.jpg,,
a white vase filled with purple flowers ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61W8m6yt1pL._AC_UL160_SR160,160_.jpg,,
a vase of flowers sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61W8m6yt1pL._AC_UL160_SR160,160_.jpg,,
a black and white photo of a cat sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s1.jpg,,,
a black and white photo of a person holding a book ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s1.jpg,,,
a black and white photo of a man holding a book ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-s1.jpg,,,
a pair of scissors are on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41xZSXZSJ-L._AC_SR160,160_.jpg,,
a pair of scissors and a glue stick on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41xZSXZSJ-L._AC_SR160,160_.jpg,,
a pair of scissors and glue stick on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41xZSXZSJ-L._AC_SR160,160_.jpg,,
a pair of scissors and a glue stick on the table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41xZSXZSJ-L._AC_SR160,160_.jpg,,
a close up of a nintendo wii remote control ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71HTRzO9aVL._AC_UL270_SR270,270_.jpg,,
a close up of a nintendo wii remote ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71HTRzO9aVL._AC_UL270_SR270,270_.jpg,,
a close up of a nintendo wii remote in a room ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71HTRzO9aVL._AC_UL270_SR270,270_.jpg,,
a close up of a nintendo wii remote in a bathroom ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71HTRzO9aVL._AC_UL270_SR270,270_.jpg,,
a pair of scissors sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61RH5P8VMpL._AC_UL160_SR160,160_.jpg,,
a pair of scissors sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61RH5P8VMpL._AC_UL160_SR160,160_.jpg,,
a close up of a clock on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61RH5P8VMpL._AC_UL160_SR160,160_.jpg,,
a pair of scissors that are on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-m1.jpg,,,
a pair of scissors and crochet hooks on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-m1.jpg,,,
a pair of scissors and crochet hooks are on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/subNav-m1.jpg,,,
a pair of scissors and glue stick on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Mfpt4VFzL._AC_UL115_.jpg,,,
a pair of scissors and a glue stick ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Mfpt4VFzL._AC_UL115_.jpg,,,
a pair of scissors and a glue stick on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Mfpt4VFzL._AC_UL115_.jpg,,,
a pair of scissors and glue stick on a wooden table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Mfpt4VFzL._AC_UL115_.jpg,,,
a pair of scissors and a pencil sharpener ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61wgl97ejFL._UY675_.jpg,,,
a pair of scissors and a pencil sharpener on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61wgl97ejFL._UY675_.jpg,,,
a pair of scissors and a pencil sharpener on a wall ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61wgl97ejFL._UY675_.jpg,,,
a tall clock tower with a weather vane on top ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/31XraZHDCDL._AC_SR160,160_.jpg,,
a tall clock tower with a weather vein on top ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/31XraZHDCDL._AC_SR160,160_.jpg,,
a tall clock tower with a weather vein on it ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/31XraZHDCDL._AC_SR160,160_.jpg,,
a close up of a pair of scissors ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/3155XCSHJ7L._AC_SR160,160_.jpg,,
a close up of a pair of scissors on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/3155XCSHJ7L._AC_SR160,160_.jpg,,
a close up of a pair of scissors with needle handles ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/3155XCSHJ7L._AC_SR160,160_.jpg,,
a vase of flowers sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Qn8gXiPSL._AC_UL115_.jpg,,,
a vase of flowers sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Qn8gXiPSL._AC_UL115_.jpg,,,
a vase of flowers sits on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61Qn8gXiPSL._AC_UL115_.jpg,,,
a woman wearing a pink shirt and tie ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51gfWvbvhkL._US40_.jpg,,,
a woman wearing a pink shirt and a tie ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51gfWvbvhkL._US40_.jpg,,,
a woman wearing a pink dress shirt and a tie ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51gfWvbvhkL._US40_.jpg,,,
a close up of a box of doughnuts ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51phV4-kMdL._US40_.jpg,,,
a close up of a box of doughnuts on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51phV4-kMdL._US40_.jpg,,,
a close up of a box of doughnuts on display ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51phV4-kMdL._US40_.jpg,,,
a close up of a box of doughnuts on a shelf ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51phV4-kMdL._US40_.jpg,,,
a woman wearing a red shirt and a tie ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/717-dPdt2yL._AC_UL160_SR160,160_.jpg,,
a woman wearing a red shirt and a red tie ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/717-dPdt2yL._AC_UL160_SR160,160_.jpg,,
a woman wearing a red shirt and a dotted tie ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/717-dPdt2yL._AC_UL160_SR160,160_.jpg,,
a pair of scissors sitting on top of a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51WfcW+qd2L._AC_UL320_SR298,320_.jpg,,
a pair of scissors sitting on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51WfcW+qd2L._AC_UL320_SR298,320_.jpg,,
a pair of scissors sitting on top of a wooden table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/51WfcW+qd2L._AC_UL320_SR298,320_.jpg,,
a bunch of flowers in a vase on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41W8j2ijSqL._AC_SR160,160_.jpg,,
a bunch of flowers are in a vase ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41W8j2ijSqL._AC_SR160,160_.jpg,,
a bunch of flowers are in a vase on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41W8j2ijSqL._AC_SR160,160_.jpg,,
a bunch of flowers are in a vase on the table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/41W8j2ijSqL._AC_SR160,160_.jpg,,
a red vase with flowers in it ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/81P5HaMvGTL._AC_UL270_SR270,270_.jpg,,
a red and white vase with flowers in it ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/81P5HaMvGTL._AC_UL270_SR270,270_.jpg,,
a red and white vase with flowers in them ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/81P5HaMvGTL._AC_UL270_SR270,270_.jpg,,
a close up of a pair of scissors ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71pZz2yJFOL._CR180,0,1222,1222_UX175.jpg
a close up of a pair of scissors on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71pZz2yJFOL._CR180,0,1222,1222_UX175.jpg
a close up of a pair of scissors and needles ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/71pZz2yJFOL._CR180,0,1222,1222_UX175.jpg
a table topped with lots of different colored vases ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w1/61gMzqQOrGL._AC_UL160_SR160,160_.jpg,,
